actor,awards,country,director,genre,language,metascore,plot,poster,rated,released,response,runtime,title,type,writer,year,imdb_id,imdb_votes,rating_imdb,rating_rotten,rating_metacritic
Zak Holman,1 nomination.,USA,N/A,"Documentary, Reality-TV",English,N/A,"Three rival freelance stringers scour the streets at night to film crime scenes, fires, accidents - and anything else they can sell to news outlets.",https://m.media-amazon.com/images/M/MV5BODEwY2NhYmQtYTk3ZC00ZWM2LWE5NjktZTFkYTM0M2QwYzRhXkEyXkFqcGdeQXVyMTE0MDY2OTA@._V1_SX300.jpg,TV-MA,17 Nov 2017,True,37 min,Shot in the Dark,series,N/A,2017–,tt7644680,"1,484",8.0/10,,
"Indira Varma, Robert Glenister, Dino Fetscher, Christiane Paul",N/A,UK,N/A,"Crime, Drama, Mystery, Thriller",English,N/A,"The murder of a female GP in a rural playground in front of numerous witnesses draws a group of detectives into an ever-darkening mystery that takes them across Europe, aided by mysterious notes sent by the ""Ghost Detective"".",https://m.media-amazon.com/images/M/MV5BNWJlNjA5MjMtMDRlOS00NGE0LTk3YTYtNTM4ZjBhNTNlNzcwXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,N/A,22 Sep 2016,True,45 min,Paranoid,series,N/A,2016,tt5839454,"6,338",6.7/10,,
"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",Nominated for 1 Oscar. Another 80 wins & 178 nominations.,USA,Nicolas Winding Refn,"Crime, Drama","English, Spanish",78,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor in this action drama.,https://m.media-amazon.com/images/M/MV5BZjY5ZjQyMjMtMmEwOC00Nzc2LTllYTItMmU2MzJjNTg1NjY0XkEyXkFqcGdeQXVyNjQ1MTMzMDQ@._V1_SX300.jpg,R,16 Sep 2011,True,100 min,Drive,movie,"Hossein Amini (screenplay), James Sallis (book)",2011,tt0780504,"560,937",7.8/10,92%,78/100
"Lara Rossi, Vladimir Burlakov, Kit Dale, Julia Dietze",2 nominations.,"Finland, Germany, Belgium",Timo Vuorensola,"Action, Adventure, Comedy, Sci-Fi","English, German",N/A,A follow-up to the film Iron Sky (2012) in which Nazis plan to take over the world after lying dormant in a secret military base on the moon.,https://m.media-amazon.com/images/M/MV5BZDVhNDQxYzktMjUyMS00Njk0LWJjMDAtZWM3M2ZkZGI1M2Q2XkEyXkFqcGdeQXVyOTc0NjcxNzM@._V1_SX300.jpg,N/A,19 Jul 2019,True,93 min,Iron Sky: The Coming Race,movie,"Dalan Musson, Johanna Sinisalo (story by), Timo Vuorensola (story by), Jarmo Puskala (story by), Tero Kaukomaa (story by), Samuli Torssonen (story by)",2019,tt3038708,"7,998",5.0/10,29%,
"Jeff Dunham, Jeff Rothpan",N/A,USA,Rob Dipple,Comedy,English,N/A,"In this documentary/stand-up special, Jeff takes his friends in the suitcase all around the world, performing in places such as Iceland, Norway, Abu Dhabi, United Arab Emirates, London, and Israel.",https://m.media-amazon.com/images/M/MV5BY2JhZWFiZjAtY2JlYS00MmJmLWE4ZjktZTc2NGE0YzBkZjQxL2ltYWdlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,TV-14,16 Nov 2014,True,83 min,Jeff Dunham: All Over the Map,movie,Jeff Dunham,2014,tt4209802,767,7.1/10,,
"Anne-Marie Duff, Grace Stottor, Geoff Bell, Carey Mulligan",17 wins & 15 nominations.,"UK, France",Sarah Gavron,"Drama, History",English,66,"In 1912 London, a young working mother is galvanized into radical political activism supporting the right for women to vote, and is willing to meet violence with violence to achieve this end.",https://m.media-amazon.com/images/M/MV5BMjA2NDYxOTI1MV5BMl5BanBnXkFtZTgwOTgyMjU3NjE@._V1_SX300.jpg,PG-13,12 Oct 2015,True,106 min,Suffragette,movie,Abi Morgan,2015,tt3077214,"37,591",6.9/10,73%,66/100
"Lorenza Izzo, Ariel Levy, Daryl Sabara, Kirby Bliss Blanton",1 win & 6 nominations.,"USA, Spain",Eli Roth,"Adventure, Horror","English, Spanish",38,"A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.",https://m.media-amazon.com/images/M/MV5BMTE0MjgzMjk5MzdeQTJeQWpwZ15BbWU4MDM5OTM1MTYx._V1_SX300.jpg,R,25 Sep 2015,True,100 min,The Green Inferno,movie,"Guillermo Amoedo (screenplay), Eli Roth (screenplay)",2013,tt2403021,"37,954",5.3/10,38%,38/100
"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid",5 wins & 3 nominations.,USA,Daniel Goldhaber,"Horror, Mystery, Thriller",English,71,"Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself.",https://m.media-amazon.com/images/M/MV5BYWYwZDg4Y2YtN2RiYS00YTJlLTkyNTctNjJlZjVjMmQzMmNiXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_SX300.jpg,TV-MA,16 Nov 2018,True,94 min,Cam,movie,"Isa Mazzei, Daniel Goldhaber (story by), Isa Mazzei (story by), Isabelle Link-Levy (story by)",2018,tt8361028,"24,573",5.9/10,,71/100
"Dragos Bucur, Gheorghe Visu, Vlad Ivanov, Costel Cascaval",16 wins & 16 nominations.,"Romania, France, Bulgaria, Qatar",Bogdan Mirica,"Drama, Thriller",Romanian,N/A,"Roman returns to the land he has just inherited from his grandfather. Fully decided to sell this vast but desolate property, he is warned by the local cop that his grandfather was a local ...",https://m.media-amazon.com/images/M/MV5BYWJiYjI1MzEtMzQzOS00ZjkxLWI3NDAtMzNkODhjYjM0Y2ExXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,N/A,23 Sep 2016,True,104 min,Dogs,movie,Bogdan Mirica,2016,tt5088794,"2,581",7.1/10,60%,
N/A,N/A,"United Arab Emirates, USA, UK",Asri Bendacha,Documentary,English,N/A,"After hearing that some people get paid $5000 for posting a picture on Instagram, broke and out of work director, Asri Bendacha sets out on a journey to become a social media influencer and...",https://m.media-amazon.com/images/M/MV5BM2UyYjBjOTAtMmE2Ni00ZjE1LThlMDQtMDczYzk4ZGExZjdhXkEyXkFqcGdeQXVyMzcyNzQ5MTk@._V1_SX300.jpg,N/A,18 Nov 2018,True,80 min,Follow Me,movie,Asri Bendacha,2018,tt7631792,222,5.1/10,,
"Diego Luna, Scoot McNairy, José María Yazpik, Fermín Martínez",2 wins & 7 nominations.,"Mexico, USA",N/A,"Crime, Drama","English, Spanish",N/A,The rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in Mexico.,https://m.media-amazon.com/images/M/MV5BMGJiMTc0OTctZDU1Yy00YjdiLTk1NWYtZTgzMjc1ODg4YzhkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,TV-MA,16 Nov 2018,True,50 min,Narcos: Mexico,series,"Carlo Bernard, Chris Brancato, Doug Miro",2018–,tt8714904,"56,657",8.4/10,,
"Bérénice Bejo, Suzanne Clément, Stéphane De Groodt, Vincent Elbaz",N/A,"France, Belgium",Fred Cavayé,"Comedy, Drama",French,N/A,"3.5 couples meet for dinner party. The men have known each other for decades. After dinner they play a game of sharing texts, calls, e-mails etc. by placing all 7 cell phones on the table. Unexpected results as all have secrets.",https://m.media-amazon.com/images/M/MV5BZDBkYWJlNmYtMWM2Yy00NzJkLWIyZWItNWJhZTZhNDBkZDc5XkEyXkFqcGdeQXVyNTc5OTMwOTQ@._V1_SX300.jpg,TV-MA,17 Oct 2018,True,90 min,Nothing to Hide,movie,"Fred Cavayé (adaptation), Fred Cavayé (dialogue), Filippo Bologna (film ""Perfetti sconosciuti""), Paolo Costella (film ""Perfetti sconosciuti""), Paolo Genovese (film ""Perfetti sconosciuti""), Paola Mammini (film ""Perfetti sconosciuti""), Rolando Ravello (film ""Perfetti sconosciuti"")",2018,tt7489816,"11,598",6.8/10,,
"Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy",Nominated for 3 Oscars. Another 8 wins & 36 nominations.,USA,"Ethan Coen, Joel Coen","Comedy, Drama, Musical, Mystery, Romance, Western","English, French",79,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",https://m.media-amazon.com/images/M/MV5BYjRkYTI3M2EtZWQ4Ny00OTA2LWFmMTMtY2E4MTEyZmNjOTMxXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,R,09 Nov 2018,True,133 min,The Ballad of Buster Scruggs,movie,"Joel Coen, Ethan Coen, Jack London (based on a story by), Stewart Edward White (inspired by a story by)",2018,tt6412452,"116,414",7.3/10,90%,79/100
"Vanessa Hudgens, Sam Palladio, Nick Sagar, Alexa Adeosun",N/A,USA,Mike Rohl,"Comedy, Drama, Family, Romance",English,N/A,"Competing in a Christmas baking competition in Belgravia, a Chicago baker bumps into the prince's fiancée--who looks just like her. They switch lives for two days.",https://m.media-amazon.com/images/M/MV5BMTYyMjYxMjEzOF5BMl5BanBnXkFtZTgwMjAwNDE3NjM@._V1_SX300.jpg,TV-PG,16 Nov 2018,True,101 min,The Princess Switch,movie,"Robin Bernheim, Megan Metzger",2018,tt8954732,"18,388",6.0/10,75%,
"Anitta, Paulo Pimenta, Sam Shahidi, Arielle Macedo",N/A,Brazil,N/A,"Documentary, Reality-TV","Portuguese, English, Spanish",N/A,Go behind the scenes with Brazilian superstar Anitta as the singer reveals how she's consolidating her international career.,https://m.media-amazon.com/images/M/MV5BNjE0YjIxODctOTRmOS00ZDEyLTk5ZDQtYjBlODE5YzA2NDQ5XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,N/A,16 Nov 2018,True,30 min,Vai Anitta,series,N/A,2018–2020,tt8961530,353,5.2/10,,
"Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover",9 nominations.,USA,Shane Acker,"Animation, Action, Adventure, Sci-Fi",English,60,A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,https://m.media-amazon.com/images/M/MV5BMTY2ODE1MTgxMV5BMl5BanBnXkFtZTcwNTM1NTM2Mg@@._V1_SX300.jpg,PG-13,09 Sep 2009,True,79 min,9,movie,"Pamela Pettler (screenplay by), Shane Acker (story by)",2009,tt0472033,"131,657",7.1/10,57%,60/100
"Alicia Vikander, Kiki Sukezane, Kenichi Masuda, Chiaki Kawamo",N/A,"UK, Japan, USA",Wash Westmoreland,"Crime, Drama, Mystery, Romance, Thriller","English, Japanese",51,"An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.",https://m.media-amazon.com/images/M/MV5BZDA2NjRkNTktMDg3YS00OTVhLTlmOGMtYWZkMGQyYjVhZjJhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,R,15 Nov 2019,True,107 min,Earthquake Bird,movie,"Susanna Jones (based on the novel by), Wash Westmoreland (written for the screen by)",2019,tt8178486,"11,722",5.9/10,50%,51/100
N/A,2 nominations.,Colombia,Alessandro Angulo,Documentary,"English, Spanish",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjhjYTlhMDEtMDM4NS00ZmJhLTkwNTQtODE5MjFmZGQ0MGQ4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,27 Jun 2019,True,73 min,El sendero de la anaconda,movie,N/A,2019,tt10577906,204,6.8/10,,
"Rebecca Davis, Marley Estrada, Jill Galbraith, José Giménez-Zapiola",N/A,Argentina,Mauro Scandolari,Family,Spanish,N/A,"The story revolves around a girl whose happy about being able to spend a vacation with her day and Lupe, Mercedes, Juanma and Alvaro arrives at the same hotel by surprise, and brings the school drama with them.",https://m.media-amazon.com/images/M/MV5BNjlmMWU2NmUtNGIzOS00YzkyLTg0NjYtZjNhN2FiYmY4ZjA5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,15 Nov 2019,True,60 min,Go! The Unforgettable Party,movie,N/A,2019,tt11162974,55,5.9/10,,
"Kartikeya Gummakonda, Anagha L.K., Adithya Menon",N/A,India,Arjun Jandyala,"Action, Drama",Telugu,N/A,Guna (Karthikeya) is a happy-go-lucky guy who believes the solution to solving issues is not through violence but through compromise. But what happens when he's forced to the extremes by someone close to him?,https://m.media-amazon.com/images/M/MV5BMjBjYmMzZjUtOTc1Ny00MTVlLWEwZGEtZGE5ZTA2ZjNiMzQwXkEyXkFqcGdeQXVyNDc2NzU1MTA@._V1_SX300.jpg,N/A,01 Aug 2019,True,146 min,Guna 369,movie,Arjun Jandyala,2019,tt10638296,234,6.3/10,,
"Kyle Howard, Herbert Russell, Jamie Lee Curtis, Kevin Pollak",1 nomination.,USA,Harry Winer,"Comedy, Family",English,N/A,"A group of children, desperate to keep their various parents from getting divorces, kidnap them and hold them prisoner in a basement in order to force them to reconcile.",https://m.media-amazon.com/images/M/MV5BYWJiMGU3ODItMWRiZi00MjFjLWE1ZWItM2U1YTY5NmViMjk2XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg,PG,14 Aug 1996,True,108 min,House Arrest,movie,Michael Hitchcock,1996,tt0116571,"7,934",5.8/10,10%,
"Gabrielle Bechtel, Chloe Chaidez, Nasty Cherry, Debbie Knox-Hewson",N/A,USA,N/A,"Documentary, Music",N/A,N/A,An unscripted docu-series following a musical artist or band and their entourage as they prepare for and embark on tour.,https://m.media-amazon.com/images/M/MV5BMjUxZDEwMWYtOTM0YS00NDVlLThjYWQtZDQ2ZGVmN2VjMTQzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,15 Nov 2019,True,N/A,I'm with the Band: Nasty Cherry,series,N/A,2019–,tt6233916,120,6.6/10,,
"Jordan Auslander, Sean Boyce Johnson, Ellie Foumbi, Paul Mann",N/A,USA,Chidi Ozieh,Short,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGIwOTdjNzUtYTUyNy00OTBmLThlZDUtNGIxZmM5MDA5MDJmXkEyXkFqcGdeQXVyOTc0Mzk0NQ@@._V1_SX300.jpg,N/A,01 Sep 2013,True,N/A,Inheritors,movie,"Robert Garrett, Chuck Oyem",2013,tt3810752,N/A,,,
"Stephanie Sheh, Cristina Valenzuela, Cassandra Lee Morris, Shelby Lindley",1 nomination.,Japan,Naoko Yamada,"Animation, Adventure, Comedy, Family, Music",Japanese,N/A,"In this continuation of the K-On anime, the girls from the band ""After School Tea Time"" go on a trip to London.",https://m.media-amazon.com/images/M/MV5BZDM5YzJiMzAtNTIwZS00YjIzLTg3MGYtYmNlZmVjNjMxMmI3XkEyXkFqcGdeQXVyMTA0OTc2NzQ@._V1_SX300.jpg,TV-14,03 Dec 2011,True,110 min,K-On! The Movie,movie,"Kakifly (manga), Reiko Yoshida (screenplay), Tony Oliver (english script)",2011,tt1909796,"1,295",7.6/10,,
"Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso",Nominated for 1 Oscar. Another 8 wins & 20 nominations.,"Spain, UK","Sergio Pablos, Carlos Martínez López(co-director)","Animation, Adventure, Comedy, Family","English, Saami",65,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,PG,15 Nov 2019,True,96 min,Klaus,movie,"Sergio Pablos (original story by), Sergio Pablos (screenplay by), Jim Mahoney (screenplay by), Zach Lewis (screenplay by)",2019,tt4729430,"77,177",8.2/10,,65/100
"Amy Adams, Matthew Goode, Adam Scott, John Lithgow",N/A,"USA, Ireland",Anand Tucker,"Comedy, Romance","English, Ukrainian",33,"Anna Brady plans to travel to Dublin, Ireland to propose marriage to her boyfriend Jeremy on Leap Day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it.",https://m.media-amazon.com/images/M/MV5BMTgzMTQ2MDQxMF5BMl5BanBnXkFtZTcwODEzOTg5Mg@@._V1_SX300.jpg,PG,08 Jan 2010,True,100 min,Leap Year,movie,"Deborah Kaplan, Harry Elfont",2010,tt1216492,"92,716",6.5/10,23%,33/100
"Hsing-shu Yen, Angela Shao-Han Chang, Tony Sun, Hsing-Wen Li",N/A,Taiwan,N/A,Drama,Mandarin,N/A,"A young man whose life revolves around basketball must give up what he loves the most to repent for a horrible tragedy. Tuan Chen-Feng (Hsing-shu Yen), a talented high school basketball ...",https://m.media-amazon.com/images/M/MV5BN2I1YTBmODMtZDZjMi00MDI5LWI5ZTYtOTM2YTRmNDAwNTJkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,21 Jul 2002,True,46 min,My MVP Valentine,series,N/A,2002,tt6286390,19,6.6/10,,
"Tae-Hyun Cha, Ji-Hyun Jun, In-mun Kim, Wok-suk Song",6 wins & 1 nomination.,South Korea,Jae-young Kwak,"Comedy, Drama, Romance","Korean, English",N/A,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.",https://m.media-amazon.com/images/M/MV5BMjM2NTYxMTE3OV5BMl5BanBnXkFtZTgwNDgwNjgwMzE@._V1_SX300.jpg,Not Rated,27 Jul 2001,True,137 min,My Sassy Girl,movie,"Ho-sik Kim (novel), Jae-young Kwak (screenplay)",2001,tt0293715,"44,897",8.0/10,93%,
"Himanshu Thakkar, Parineeta Dandekar, Shripad Dharmadhikary, Tony Seba",N/A,"India, USA",Valli Bindana,"Documentary, Adventure, News",English,N/A,"A panoptic film on water, energy and climate, SunGanges (SuryaGanga) is a wild and intense ride three filmmakers take across the vast Indian landscape in an attempt to connect the dots ...",https://m.media-amazon.com/images/M/MV5BMWYyNDNmZTMtNjIwMy00OGM3LTg2NzItZWY3ZmYwYjQyNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,15 Nov 2019,True,90 min,SunGanges,movie,"Valli Bindana (story), Valli Bindana",2019,tt7084860,18,7.6/10,,
"Charlie Agapiou, Mario Andretti, A.J. Baime, Bob Bondurant",1 win.,USA,"Nate Adams, Adam Carolla","Documentary, History",English,N/A,"In the early 1960s, Henry Ford II and Enzo Ferrari went to war on the battlefield of Le Mans. This epic battle saw drivers lose their lives, family dynasties nearly collapse and the development of a new race car that changed racing.",https://m.media-amazon.com/images/M/MV5BYTA1Y2JlNGQtM2UyMi00OTUyLThmYzEtNDIxYWQ3OGMxOWFiXkEyXkFqcGdeQXVyMjg1NjIxODQ@._V1_SX300.jpg,N/A,N/A,True,99 min,The 24 Hour War,movie,N/A,2016,tt4875844,"1,767",7.2/10,100%,
"Alfredo Castro, Roberto Farías, Antonia Zegers, Marcelo Alonso",Nominated for 1 Golden Globe. Another 19 wins & 25 nominations.,Chile,Pablo Larraín,"Comedy, Drama, Mystery",Spanish,73,"A crisis counselor is sent by the Catholic Church to a small Chilean beach town where disgraced Priests and nuns, suspected of crimes ranging from child abuse to baby-snatching from unwed mothers, live secluded, after an incident occurs.",https://m.media-amazon.com/images/M/MV5BMTY2OTE4NTUzMl5BMl5BanBnXkFtZTgwNDY3NzA1NzE@._V1_SX300.jpg,Not Rated,28 May 2015,True,98 min,The Club,movie,"Guillermo Calderón, Pablo Larraín, Daniel Villalobos",2015,tt4375438,"9,434",7.2/10,,73/100
"Miyu Irino, Kana Hanazawa, Fumi Hirano, Gou Maeda",2 wins & 2 nominations.,Japan,Makoto Shinkai,"Animation, Drama, Romance","Japanese, English",N/A,A 15-year-old boy and 27-year-old woman find an unlikely friendship one rainy day in the Shinjuku Gyoen National Garden.,https://m.media-amazon.com/images/M/MV5BZDFlYTk5NTQtYTkxMC00NWIyLThiOTYtNjZjYTJhMWJhM2NiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,TV-14,31 May 2013,True,46 min,The Garden of Words,movie,Makoto Shinkai,2013,tt2591814,"33,136",7.5/10,82%,
"Papangkorn Lerkchaleampote, Chutawut Phatrakampol, Oabnithi Wiwattanawarang, Chayanit Chansangavej",N/A,Thailand,N/A,"Adventure, Drama, Mystery",Thai,N/A,"When a tsunami strands dozens of teens on an island at their private school, they soon realize no rescuers are coming and they must save themselves.",https://m.media-amazon.com/images/M/MV5BNzI0MWQ5M2UtMjc4Ny00NTRkLThmNjMtMDczYjM2M2I0ODI2XkEyXkFqcGdeQXVyODc5MDgxNzE@._V1_SX300.jpg,TV-MA,15 Nov 2019,True,40 min,The Stranded,series,N/A,2019–,tt9310400,821,6.3/10,,
"Akari Hayami, Michiko Hada, Yûichi Haba, Kenta Uchino",N/A,Japan,Taketo Nishizawa,"Comedy, Drama",Japanese,N/A,N/A,N/A,N/A,02 Dec 2015,True,60 min,Tokyo Westside Story,movie,Masao Iketani (teleplay),2015,tt4857852,N/A,,,
"Indrans, Sreekanth Menon, Vishnu Agasthya, Aliyar",2 wins.,India,V C Abhilash,Drama,Malayalam,N/A,"Pappu Pisharadi, an aging man, is on a constant hunt for his son, who left him 16 years back, which is when he is brought to a hospital where he meets Dr. Seetha and Priyan, who promise to help him find his son.",https://m.media-amazon.com/images/M/MV5BZGNkNzA5YTEtZWJhOC00NTNmLTg0ZGQtZTNjZTFkMTAzMWZjXkEyXkFqcGdeQXVyNDE3MjYxODQ@._V1_SX300.jpg,N/A,06 Apr 2018,True,124 min,Aalorukkam,movie,V C Abhilash,2018,tt8066304,78,6.9/10,,
"Jocelyn Hudon, Stephen Huszar, Kelly Rutherford, Rebecca Dalton",N/A,Canada,Justin G. Dyck,Romance,English,N/A,"Wedding Planner, Kelsey Wilson, is about to have her big break: planning her beloved cousin's lavish and exclusive wedding. Everything is going smoothly until Connor McClane, a devilishly ...",https://m.media-amazon.com/images/M/MV5BN2NmYzdjMTgtYWE0Mi00YjRkLTgxZTEtNzUzNzgyZjI0Y2UxXkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_SX300.jpg,PG,01 Dec 2017,True,86 min,Christmas Wedding Planner,movie,"Stacy Connelly (novel), Keith Cooper (screenplay written by)",2017,tt7074092,"4,373",4.3/10,11%,
"Paoli Dam, Vipin Katyal, Ranvir Shorey, Tathastu",N/A,India,Nila Madhab Panda,"Drama, Family",Hindi,N/A,"Halkaa (Relief) is a unique take on a slum child's heroism, aspirations and dreams. The child protagonist, Pichku fights for the basic problem that he faces everyday; defecating in the open among others.",https://m.media-amazon.com/images/M/MV5BM2JhODc4ODItMzgwNC00YzBhLTkyMDMtNDAyMDMzMTVlMjQ1XkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_SX300.jpg,N/A,07 Sep 2018,True,114 min,Halkaa,movie,"Nitin Dixit (dialogue), Nitin Dixit (screenplay), Nitin Dixit (story), Protiqe Mojoomdar (lyricist), Nila Madhab Panda (story), Vibhav Srivastava (dialogue)",2018,tt8136908,295,7.2/10,,
